Country Name;Country Code;Series Name;Series Code;2021 [YR2021]
Mozambique;MOZ;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,885371695
Myanmar;MMR;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;15,29411765
Myanmar;MMR;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;..
Myanmar;MMR;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;..
Myanmar;MMR;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;-17,9129448
Myanmar;MMR;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;58,75
Myanmar;MMR;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;3,391151636
Namibia;NAM;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;44,23076923
Namibia;NAM;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;55,171
Namibia;NAM;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;58,47
Namibia;NAM;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;3,524657983
Namibia;NAM;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;86,25
Namibia;NAM;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;3,250481049
Nauru;NRU;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;10,52631579
Nauru;NRU;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;..
Nauru;NRU;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;..
Nauru;NRU;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;3,25203252
Nauru;NRU;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;..
Nauru;NRU;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Nepal;NPL;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;32,72727273
Nepal;NPL;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;28,249
Nepal;NPL;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;39,667
Nepal;NPL;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;4,838149613
Nepal;NPL;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;80,625
Nepal;NPL;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,230097887
Netherlands;NLD;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;39,33333333
Netherlands;NLD;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;60,569
Netherlands;NLD;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;65,159
Netherlands;NLD;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;4,863219149
Netherlands;NLD;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;97,5
Netherlands;NLD;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,376647095
New Caledonia;NCL;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;..
New Caledonia;NCL;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;52,88
New Caledonia;NCL;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;57,157
New Caledonia;NCL;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;-2,1
New Caledonia;NCL;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;..
New Caledonia;NCL;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
New Zealand;NZL;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;49,16666667
New Zealand;NZL;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;66,128
New Zealand;NZL;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;70,79
New Zealand;NZL;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;5,167847359
New Zealand;NZL;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;97,5
New Zealand;NZL;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,167897772
Nicaragua;NIC;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;50,54945055
Nicaragua;NIC;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;48,546
Nicaragua;NIC;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;65,37
Nicaragua;NIC;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;10,34689762
Nicaragua;NIC;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;86,25
Nicaragua;NIC;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;0,540141929
Niger;NER;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;25,90361446
Niger;NER;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;61,703
Niger;NER;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;72,853
Niger;NER;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;1,387129177
Niger;NER;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;56,875
Niger;NER;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,35370282
Nigeria;NGA;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;3,611111111
Nigeria;NGA;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;51,537
Nigeria;NGA;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;58,35
Nigeria;NGA;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;3,647186541
Nigeria;NGA;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;66,25
Nigeria;NGA;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,012701927
North Macedonia;MKD;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;41,66666667
North Macedonia;MKD;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;42,924
North Macedonia;MKD;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;54,12
North Macedonia;MKD;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;5,506016461
North Macedonia;MKD;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;85
North Macedonia;MKD;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,466319573
Northern Mariana Islands;MNP;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;..
Northern Mariana Islands;MNP;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;..
Northern Mariana Islands;MNP;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;..
Northern Mariana Islands;MNP;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;..
Northern Mariana Islands;MNP;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;..
Northern Mariana Islands;MNP;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Norway;NOR;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;44,9704142
Norway;NOR;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;61,505
Norway;NOR;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;64,768
Norway;NOR;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;3,898399067
Norway;NOR;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;96,875
Norway;NOR;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,72188687
Oman;OMN;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;2,325581395
Oman;OMN;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;29,831
Oman;OMN;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;65,428
Oman;OMN;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;3,092276687
Oman;OMN;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;38,75
Oman;OMN;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;6,55798322
Pakistan;PAK;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;20,1754386
Pakistan;PAK;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;24,574
Pakistan;PAK;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;52,73
Pakistan;PAK;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;6,487086774
Pakistan;PAK;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;55,625
Pakistan;PAK;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;2,871986066
Palau;PLW;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;6,25
Palau;PLW;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;..
Palau;PLW;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;..
Palau;PLW;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;-13,33333333
Palau;PLW;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;56,25
Palau;PLW;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Panama;PAN;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;22,53521127
Panama;PAN;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;53,326
Panama;PAN;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;64,473
Panama;PAN;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;15,83576496
Panama;PAN;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;79,375
Panama;PAN;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Papua New Guinea;PNG;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;0
Papua New Guinea;PNG;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;46,422
Papua New Guinea;PNG;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;47,081
Papua New Guinea;PNG;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;0,1
Papua New Guinea;PNG;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;60
Papua New Guinea;PNG;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;0,339121498
Paraguay;PRY;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;16,25
Paraguay;PRY;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;59,849
Paraguay;PRY;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;71,92
Paraguay;PRY;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;4,016737318
Paraguay;PRY;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;94,375
Paraguay;PRY;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;0,928803634
Peru;PER;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;40
Peru;PER;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;64,89
Peru;PER;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;71,93
Peru;PER;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;13,41753029
Peru;PER;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;95
Peru;PER;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,180679724
Philippines;PHL;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;27,96052632
Philippines;PHL;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;44,278
Philippines;PHL;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;56,788
Philippines;PHL;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;5,714733132
Philippines;PHL;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;78,75
Philippines;PHL;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,406825907
Poland;POL;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;28,32244009
Poland;POL;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;50,284
Poland;POL;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;57,971
Poland;POL;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;6,847760739
Poland;POL;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;93,75
Poland;POL;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;2,221995253
Portugal;PRT;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;40
Portugal;PRT;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;53,827
Portugal;PRT;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;57,81
Portugal;PRT;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;5,502757475
Portugal;PRT;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;100
Portugal;PRT;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,536340381
Puerto Rico;PRI;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;..
Puerto Rico;PRI;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;31,04
Puerto Rico;PRI;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;40,291
Puerto Rico;PRI;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;0,432646954
Puerto Rico;PRI;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;83,75
Puerto Rico;PRI;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Qatar;QAT;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;4,444444444
Qatar;QAT;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;59,919
Qatar;QAT;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;87,89
Qatar;QAT;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;1,590998164
Qatar;QAT;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;29,375
Qatar;QAT;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;6,452355112
Romania;ROU;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;18,54103343
Romania;ROU;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;41,114
Romania;ROU;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;51,07
Romania;ROU;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;5,793254517
Romania;ROU;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;90,625
Romania;ROU;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,863665827
Russian Federation;RUS;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;16,22222222
Russian Federation;RUS;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;55,276
Russian Federation;RUS;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;62,16
Russian Federation;RUS;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;5,614290376
Russian Federation;RUS;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;73,125
Russian Federation;RUS;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;3,720451365
Rwanda;RWA;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;61,25
Rwanda;RWA;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;49,445
Rwanda;RWA;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;55,778
Rwanda;RWA;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;10,87673379
Rwanda;RWA;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;83,75
Rwanda;RWA;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,51203856
Samoa;WSM;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;7,843137255
Samoa;WSM;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;41,006
Samoa;WSM;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;53,736
Samoa;WSM;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;-7,084587997
Samoa;WSM;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;75
Samoa;WSM;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
San Marino;SMR;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;33,33333333
San Marino;SMR;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;..
San Marino;SMR;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;..
San Marino;SMR;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;8,463071845
San Marino;SMR;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;80
San Marino;SMR;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Sao Tome and Principe;STP;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;23,63636364
Sao Tome and Principe;STP;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;37,617
Sao Tome and Principe;STP;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;53,587
Sao Tome and Principe;STP;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;1,877922502
Sao Tome and Principe;STP;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;83,125
Sao Tome and Principe;STP;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Saudi Arabia;SAU;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;19,86754967
Saudi Arabia;SAU;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;27,754
Saudi Arabia;SAU;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;59,096
Saudi Arabia;SAU;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;3,921724119
Saudi Arabia;SAU;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;80
Saudi Arabia;SAU;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;7,581468636
Senegal;SEN;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;43,03030303
Senegal;SEN;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;37,959
Senegal;SEN;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;50,852
Senegal;SEN;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;6,539673726
Senegal;SEN;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;66,875
Senegal;SEN;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,73912589
Serbia;SRB;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;39,2
Serbia;SRB;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;48,029
Serbia;SRB;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;56,013
Serbia;SRB;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;7,549912535
Serbia;SRB;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;93,75
Serbia;SRB;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;2,006185914
Seychelles;SYC;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;22,85714286
Seychelles;SYC;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;..
Seychelles;SYC;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;..
Seychelles;SYC;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;5,4
Seychelles;SYC;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;76,25
Seychelles;SYC;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;2,77755038
Sierra Leone;SLE;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;12,32876712
Sierra Leone;SLE;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;50,928
Sierra Leone;SLE;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;53,169
Sierra Leone;SLE;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;4,104700089
Sierra Leone;SLE;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;72,5
Sierra Leone;SLE;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;0,609065851
Singapore;SGP;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;29,80769231
Singapore;SGP;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;64,165
Singapore;SGP;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;71,219
Singapore;SGP;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;8,882353997
Singapore;SGP;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;82,5
Singapore;SGP;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;2,78363122
Sint Maarten (Dutch part);SXM;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;..
Sint Maarten (Dutch part);SXM;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;..
Sint Maarten (Dutch part);SXM;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;..
Sint Maarten (Dutch part);SXM;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;7,3
Sint Maarten (Dutch part);SXM;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;..
Sint Maarten (Dutch part);SXM;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Slovak Republic;SVK;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;22,66666667
Slovak Republic;SVK;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;55,126
Slovak Republic;SVK;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;60,61
Slovak Republic;SVK;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;4,863263766
Slovak Republic;SVK;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;85
Slovak Republic;SVK;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,772175367
Slovenia;SVN;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;26,66666667
Slovenia;SVN;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;54,068
Slovenia;SVN;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;58,48
Slovenia;SVN;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;8,211062592
Slovenia;SVN;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;96,875
Slovenia;SVN;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,235441238
Solomon Islands;SLB;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;8
Solomon Islands;SLB;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;82,294
Solomon Islands;SLB;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;83,857
Solomon Islands;SLB;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;-0,569742893
Solomon Islands;SLB;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;56,875
Solomon Islands;SLB;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Somalia;SOM;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;24,36363636
Somalia;SOM;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;21,094
Somalia;SOM;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;33,866
Somalia;SOM;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;4,049110488
Somalia;SOM;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;46,875
Somalia;SOM;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
South Africa;ZAF;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;46,58227848
South Africa;ZAF;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;49,638
South Africa;ZAF;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;55,76
South Africa;ZAF;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;4,913096684
South Africa;ZAF;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;88,125
South Africa;ZAF;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;0,809812626
South Sudan;SSD;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;32,36363636
South Sudan;SSD;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;70,14
South Sudan;SSD;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;70,299
South Sudan;SSD;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;..
South Sudan;SSD;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;67,5
South Sudan;SSD;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;2,626143856
Spain;ESP;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;43,42857143
Spain;ESP;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;52,584
Spain;ESP;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;57,417
Spain;ESP;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;5,519594973
Spain;ESP;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;100
Spain;ESP;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,369425327
